"HM_GL_IN_OR_RISK_CAT_COUNT_ID","HM_GL_IN_OVERSIGHT_REPORTS_ID","RISK_CATEGORY","RISK_CATEGORY_COUNT"
22805282,2699804,"SDV/CRF VERIFICATION",0
22805478,2699804,"SAE REPORTING",0
22805674,2699804,"INVESTIGATIONAL PROD",2
22805870,2699804,"OTHER",4
22806066,2699804,"TOTAL ISSUES",15
22953413,2707169,"Data",4
22953414,2707169,"Essential Documents",1
22953415,2707169,"Safety",2
22953416,2707169,"Site Qualifications",1
22804695,2699805,"MONITORING",12
22804891,2699805,"SMF/TMF",2
22805087,2699805,"INFORMED CONSENT",2
22805283,2699805,"SDV/CRF VERIFICATION",16
22805479,2699805,"SAE REPORTING",0
22805675,2699805,"INVESTIGATIONAL PROD",1
22805871,2699805,"OTHER",0
22806067,2699805,"TOTAL ISSUES",33
22804696,2699806,"MONITORING",21
22804892,2699806,"SMF/TMF",0
22805088,2699806,"INFORMED CONSENT",7
22805284,2699806,"SDV/CRF VERIFICATION",2
22805480,2699806,"SAE REPORTING",0
22805676,2699806,"INVESTIGATIONAL PROD",1
22805872,2699806,"OTHER",1
22806068,2699806,"TOTAL ISSUES",32
22920898,2707170,"Data",7
22920899,2707170,"Essential Documents",1
22920900,2707170,"Informed Consent Doc",5
22920901,2707170,"Other",2
22920902,2707170,"Safety",1
22920903,2707170,"Site Qualifications",3
22804697,2699807,"MONITORING",9
22804893,2699807,"SMF/TMF",2
22805089,2699807,"INFORMED CONSENT",1
22805285,2699807,"SDV/CRF VERIFICATION",4
22805481,2699807,"SAE REPORTING",1
22805677,2699807,"INVESTIGATIONAL PROD",5
22805873,2699807,"OTHER",0
22806069,2699807,"TOTAL ISSUES",22
22804698,2699808,"MONITORING",10
22804894,2699808,"SMF/TMF",1
22805090,2699808,"INFORMED CONSENT",3
22805286,2699808,"SDV/CRF VERIFICATION",1
22805482,2699808,"SAE REPORTING",0
22805678,2699808,"INVESTIGATIONAL PROD",2
22805874,2699808,"OTHER",3
22806070,2699808,"TOTAL ISSUES",20
22907168,2707171,"Data",2
22907169,2707171,"Issues not Raised",1
22907170,2707171,"Other",3
22907171,2707171,"Site Qualifications",3
22804699,2699809,"MONITORING",8
22804895,2699809,"SMF/TMF",1
22805091,2699809,"INFORMED CONSENT",1
22805287,2699809,"SDV/CRF VERIFICATION",0
22805483,2699809,"SAE REPORTING",0
22805679,2699809,"INVESTIGATIONAL PROD",5
22805875,2699809,"OTHER",19
22806071,2699809,"TOTAL ISSUES",34
22957299,2707172,"Data",9
22957300,2707172,"Essential Documents",1
22957301,2707172,"Informed Consent Doc",3
22957302,2707172,"Investigational Prod",2
22957303,2707172,"Site Qualifications",2
22804700,2699810,"MONITORING",16
22804896,2699810,"SMF/TMF",0
22805092,2699810,"INFORMED CONSENT",2
22805288,2699810,"SDV/CRF VERIFICATION",2
22805484,2699810,"SAE REPORTING",1
22805680,2699810,"INVESTIGATIONAL PROD",3
22805876,2699810,"OTHER",0
22806072,2699810,"TOTAL ISSUES",24
22806465,2699811,"INFORMED CONSENT",4
22806661,2699811,"SDV/CRF VERIFICATION",1
22806073,2699811,"MONITORING",13
22806269,2699811,"SMF/TMF",1
22806857,2699811,"SAE REPORTING",0
22807053,2699811,"INVESTIGATIONAL PROD",2
22807249,2699811,"OTHER",1
22807445,2699811,"TOTAL ISSUES",22
22806472,2699871,"INFORMED CONSENT",0
22806668,2699871,"SDV/CRF VERIFICATION",2
22806080,2699871,"MONITORING",2
22806276,2699871,"SMF/TMF",2
22806864,2699871,"SAE REPORTING",0
22807060,2699871,"INVESTIGATIONAL PROD",0
22807256,2699871,"OTHER",0
22807452,2699871,"TOTAL ISSUES",6
22952863,2707194,"Data",6
22952864,2707194,"Informed Consent Doc",1
22952865,2707194,"Safety",1
22952866,2707194,"Site Qualifications",2
22925548,2707195,"Essential Documents",1
22925549,2707195,"Informed Consent Doc",2
22804628,2699740,"MONITORING",6
22804824,2699740,"SMF/TMF",1
22805020,2699740,"INFORMED CONSENT",0
22805216,2699740,"SDV/CRF VERIFICATION",11
22805412,2699740,"SAE REPORTING",2
22805608,2699740,"INVESTIGATIONAL PROD",2
22805804,2699740,"OTHER",3
22806000,2699740,"TOTAL ISSUES",25
22933430,2707175,"Essential Documents",2
22933431,2707175,"Other",2
22933432,2707175,"Site Qualifications",1
22804642,2699760,"MONITORING",15
22804838,2699760,"SMF/TMF",7
22805034,2699760,"INFORMED CONSENT",1
22805230,2699760,"SDV/CRF VERIFICATION",8
22805426,2699760,"SAE REPORTING",1
22805622,2699760,"INVESTIGATIONAL PROD",2
22805818,2699760,"OTHER",3
22806014,2699760,"TOTAL ISSUES",37
22926980,2707157,"Data",1
22926981,2707157,"Essential Documents",1
22926982,2707157,"Informed Consent Doc",1
22926983,2707157,"Safety",2
22804630,2699817,"MONITORING",0
22804826,2699817,"SMF/TMF",2
22805022,2699817,"INFORMED CONSENT",0
22805218,2699817,"SDV/CRF VERIFICATION",0
22805414,2699817,"SAE REPORTING",0
22805610,2699817,"INVESTIGATIONAL PROD",0
22805806,2699817,"OTHER",4
22806002,2699817,"TOTAL ISSUES",6
22966855,2707176,"Essential Documents",1
22923657,2707177,"Alliance Partner/Ven",1
22923658,2707177,"Data",2
22923659,2707177,"Essential Documents",1
22923660,2707177,"Informed Consent Doc",2
22923661,2707177,"Investigational Prod",1
22923662,2707177,"Other",3
22923663,2707177,"Site Qualifications",1
22806646,2701813,"INFORMED CONSENT",1
22806254,2701813,"MONITORING",2
22806450,2701813,"SMF/TMF",2
22806842,2701813,"SDV/CRF VERIFICATION",2
22807038,2701813,"SAE REPORTING",1
22807234,2701813,"INVESTIGATIONAL PROD",1
22807430,2701813,"OTHER",0
22807626,2701813,"TOTAL ISSUES",9
22918579,2707929,"Data",2
22918580,2707929,"Essential Documents",3
22918581,2707929,"Investigational Prod",4
22918582,2707929,"Safety",2
22918583,2707929,"Site Qualifications",1
22923805,2707930,"Essential Documents",2
22923806,2707930,"Other",1
22923807,2707930,"Primary Objective(s)",1
22923808,2707930,"Safety",1
22923809,2707930,"Site Qualifications",3
22806451,2701815,"SMF/TMF",5
22806647,2701815,"INFORMED CONSENT",2
22806255,2701815,"MONITORING",3
22806843,2701815,"SDV/CRF VERIFICATION",4
22807039,2701815,"SAE REPORTING",0
22807235,2701815,"INVESTIGATIONAL PROD",1
22807431,2701815,"OTHER",0
22807627,2701815,"TOTAL ISSUES",15
22955462,2707932,"Alliance Partner/Ven",1
22955463,2707932,"Essential Documents",7
22955464,2707932,"Informed Consent Doc",1
22955465,2707932,"Investigational Prod",2
22955466,2707932,"Site Qualifications",4
22806456,2701872,"SMF/TMF",0
22806652,2701872,"INFORMED CONSENT",0
22806260,2701872,"MONITORING",0
22806848,2701872,"SDV/CRF VERIFICATION",0
22807044,2701872,"SAE REPORTING",0
22807240,2701872,"INVESTIGATIONAL PROD",0
22807436,2701872,"OTHER",0
22807632,2701872,"TOTAL ISSUES",0
22807651,2701882,"MONITORING",2
22931223,2707956,"Data",1
22931224,2707956,"Essential Documents",6
22931225,2707956,"Investigational Prod",2
22806457,2701973,"SMF/TMF",3
22806653,2701973,"INFORMED CONSENT",2
22806261,2701973,"MONITORING",4
22806849,2701973,"SDV/CRF VERIFICATION",2
22807045,2701973,"SAE REPORTING",1
22807241,2701973,"INVESTIGATIONAL PROD",1
22807437,2701973,"OTHER",0
22807633,2701973,"TOTAL ISSUES",13
22939541,2707979,"Data",1
22939542,2707979,"Informed Consent Doc",1
22939543,2707979,"Safety",3
22960530,2707980,"Informed Consent Doc",1
22807652,2701981,"MONITORING",0
22933201,2707983,"Data",1
22933202,2707983,"Essential Documents",1
22949807,2707984,"Data",1
22949808,2707984,"Site Qualifications",1
22808229,2700995,"SDV/CRF VERIFICATION",0
22808239,2701882,"SDV/CRF VERIFICATION",9
22808240,2701981,"SDV/CRF VERIFICATION",0
22807847,2701882,"SMF/TMF",6
22808043,2701882,"INFORMED CONSENT",0
22807848,2701981,"SMF/TMF",0
22808044,2701981,"INFORMED CONSENT",0
22808435,2701882,"SAE REPORTING",0
22808436,2701981,"SAE REPORTING",0
22808631,2701882,"INVESTIGATIONAL PROD",1
22808632,2701981,"INVESTIGATIONAL PROD",2
22808827,2701882,"OTHER",5
22808828,2701981,"OTHER",3
22809023,2701882,"TOTAL ISSUES",23
22809024,2701981,"TOTAL ISSUES",5
22807641,2700995,"MONITORING",4
22807837,2700995,"SMF/TMF",3
22808033,2700995,"INFORMED CONSENT",0
22808425,2700995,"SAE REPORTING",0
22808621,2700995,"INVESTIGATIONAL PROD",0
22808817,2700995,"OTHER",0
22809013,2700995,"TOTAL ISSUES",7
22952147,2707611,"Data",1
22952148,2707611,"Site Qualifications",1
22808230,2700996,"SDV/CRF VERIFICATION",1
22807642,2700996,"MONITORING",0
22807838,2700996,"SMF/TMF",3
22808034,2700996,"INFORMED CONSENT",2
22808426,2700996,"SAE REPORTING",0
22808622,2700996,"INVESTIGATIONAL PROD",0
22808818,2700996,"OTHER",0
22809014,2700996,"TOTAL ISSUES",6
22913320,2707612,"Data",2
22913321,2707612,"Essential Documents",1
22808244,2701015,"SDV/CRF VERIFICATION",0
22807656,2701015,"MONITORING",0
22807852,2701015,"SMF/TMF",4
22808048,2701015,"INFORMED CONSENT",0
22808440,2701015,"SAE REPORTING",0
22808636,2701015,"INVESTIGATIONAL PROD",1
22808832,2701015,"OTHER",0
22809028,2701015,"TOTAL ISSUES",5
22806621,2700445,"INFORMED CONSENT",0
22806229,2700445,"MONITORING",7
22806425,2700445,"SMF/TMF",7
22806817,2700445,"SDV/CRF VERIFICATION",2
22807013,2700445,"SAE REPORTING",0
22807209,2700445,"INVESTIGATIONAL PROD",2
22807405,2700445,"OTHER",1
22807601,2700445,"TOTAL ISSUES",19
22950542,2707406,"Data",1
22950543,2707406,"Essential Documents",1
22806461,2700694,"SMF/TMF",2
22806657,2700694,"INFORMED CONSENT",3
22806265,2700694,"MONITORING",3
22806853,2700694,"SDV/CRF VERIFICATION",0
22807049,2700694,"SAE REPORTING",1
22807245,2700694,"INVESTIGATIONAL PROD",1
22807441,2700694,"OTHER",0
22807637,2700694,"TOTAL ISSUES",10
22928975,2707508,"Informed Consent Doc",1
22928976,2707508,"Site Qualifications",1
22806569,2700456,"INFORMED CONSENT",1
22806177,2700456,"MONITORING",1
22806373,2700456,"SMF/TMF",0
22806765,2700456,"SDV/CRF VERIFICATION",0
22806961,2700456,"SAE REPORTING",0
22807157,2700456,"INVESTIGATIONAL PROD",0
22807353,2700456,"OTHER",0
22807549,2700456,"TOTAL ISSUES",2
22934589,2707410,"Essential Documents",2
22934590,2707410,"Informed Consent Doc",1
22934591,2707410,"Investigational Prod",1
22905037,2700457,"MONITORING",1
22905233,2700457,"SMF/TMF",4
22905429,2700457,"INFORMED CONSENT",4
22905625,2700457,"SDV/CRF VERIFICATION",1
22905821,2700457,"SAE REPORTING",3
22906017,2700457,"INVESTIGATIONAL PROD",0
22906213,2700457,"OTHER",2
22906409,2700457,"TOTAL ISSUES",15
22806572,2700458,"INFORMED CONSENT",1
22806180,2700458,"MONITORING",1
22806376,2700458,"SMF/TMF",1
22806768,2700458,"SDV/CRF VERIFICATION",0
22806964,2700458,"SAE REPORTING",1
22807160,2700458,"INVESTIGATIONAL PROD",0
22807356,2700458,"OTHER",0
22807552,2700458,"TOTAL ISSUES",4
22959417,2707411,"Alliance Partner/Ven",1
22959418,2707411,"Informed Consent Doc",3
22959419,2707411,"Safety",1
22959420,2707411,"Site Qualifications",1
22959578,2707412,"Alliance Partner/Ven",1
22959579,2707412,"Data",2
22959580,2707412,"Essential Documents",2
22959581,2707412,"Informed Consent Doc",1
22806601,2700462,"INFORMED CONSENT",2
22806209,2700462,"MONITORING",1
22806405,2700462,"SMF/TMF",1
22806797,2700462,"SDV/CRF VERIFICATION",0
22806993,2700462,"SAE REPORTING",0
22807189,2700462,"INVESTIGATIONAL PROD",0
22807385,2700462,"OTHER",1
22807581,2700462,"TOTAL ISSUES",5
22953913,2707413,"Data",1
22953914,2707413,"Essential Documents",2
22953915,2707413,"Safety",1
22953916,2707413,"Site Qualifications",1
22912559,2707414,"Essential Documents",1
22912560,2707414,"Informed Consent Doc",2
22912561,2707414,"Other",1
22912562,2707414,"Safety",1
22912563,2707414,"Site Qualifications",1
22905043,2700473,"MONITORING",1
22905239,2700473,"SMF/TMF",3
22905435,2700473,"INFORMED CONSENT",1
22905631,2700473,"SDV/CRF VERIFICATION",0
22905827,2700473,"SAE REPORTING",0
22906023,2700473,"INVESTIGATIONAL PROD",2
22906219,2700473,"OTHER",0
22906415,2700473,"TOTAL ISSUES",7
22940927,2707417,"Alliance Partner/Ven",2
22940928,2707417,"Essential Documents",3
22940929,2707417,"Site Qualifications",2
22808247,2701104,"SDV/CRF VERIFICATION",1
22807659,2701104,"MONITORING",1
22807855,2701104,"SMF/TMF",0
22808051,2701104,"INFORMED CONSENT",0
22808443,2701104,"SAE REPORTING",0
22808639,2701104,"INVESTIGATIONAL PROD",1
22808835,2701104,"OTHER",0
22809031,2701104,"TOTAL ISSUES",3
22923240,2707667,"Essential Documents",2
22923241,2707667,"Safety",1
22923242,2707667,"Site Qualifications",2
22808251,2701105,"SDV/CRF VERIFICATION",3
22807663,2701105,"MONITORING",1
22807859,2701105,"SMF/TMF",2
22808055,2701105,"INFORMED CONSENT",0
22808447,2701105,"SAE REPORTING",0
22808643,2701105,"INVESTIGATIONAL PROD",3
22808839,2701105,"OTHER",0
22809035,2701105,"TOTAL ISSUES",9
22808256,2701106,"SDV/CRF VERIFICATION",5
22807668,2701106,"MONITORING",7
22807864,2701106,"SMF/TMF",4
22808060,2701106,"INFORMED CONSENT",1
22808452,2701106,"SAE REPORTING",4
22808648,2701106,"INVESTIGATIONAL PROD",4
22808844,2701106,"OTHER",1
22809040,2701106,"TOTAL ISSUES",26
22808255,2701107,"SDV/CRF VERIFICATION",0
22807667,2701107,"MONITORING",0
22807863,2701107,"SMF/TMF",2
22808059,2701107,"INFORMED CONSENT",0
22808451,2701107,"SAE REPORTING",0
22808647,2701107,"INVESTIGATIONAL PROD",1
22808843,2701107,"OTHER",2
22809039,2701107,"TOTAL ISSUES",5
22803093,2700489,"MONITORING",0
22803289,2700489,"SMF/TMF",5
22803485,2700489,"INFORMED CONSENT",1
22803681,2700489,"SDV/CRF VERIFICATION",0
22803877,2700489,"SAE REPORTING",0
22804073,2700489,"INVESTIGATIONAL PROD",0
22804269,2700489,"OTHER",0
22804465,2700489,"TOTAL ISSUES",6
22905032,2700512,"MONITORING",3
22905228,2700512,"SMF/TMF",1
22905424,2700512,"INFORMED CONSENT",0
22905620,2700512,"SDV/CRF VERIFICATION",1
22905816,2700512,"SAE REPORTING",1
22906012,2700512,"INVESTIGATIONAL PROD",0
22906208,2700512,"OTHER",2
22906404,2700512,"TOTAL ISSUES",8
22803096,2700513,"MONITORING",2
22803292,2700513,"SMF/TMF",0
22803488,2700513,"INFORMED CONSENT",0
22803684,2700513,"SDV/CRF VERIFICATION",1
22803880,2700513,"SAE REPORTING",1
22804076,2700513,"INVESTIGATIONAL PROD",1
22804272,2700513,"OTHER",1
22804468,2700513,"TOTAL ISSUES",6
22913687,2707437,"Data",2
22913688,2707437,"Essential Documents",2
22913689,2707437,"Informed Consent Doc",1
22913690,2707437,"Investigational Prod",5
22913691,2707437,"Other",3
22913692,2707437,"Primary Objective(s)",2
22913693,2707437,"Safety",1
22913694,2707437,"Site Qualifications",3
22803098,2700514,"MONITORING",2
22803294,2700514,"SMF/TMF",0
22803490,2700514,"INFORMED CONSENT",1
22803686,2700514,"SDV/CRF VERIFICATION",1
22803882,2700514,"SAE REPORTING",1
22804078,2700514,"INVESTIGATIONAL PROD",1
22804274,2700514,"OTHER",2
22804470,2700514,"TOTAL ISSUES",8
22934856,2707438,"Data",1
22934857,2707438,"Informed Consent Doc",1
22934858,2707438,"Safety",1
22914544,2707439,"Informed Consent Doc",1
22914545,2707439,"Investigational Prod",2
22914546,2707439,"Other",1
22914547,2707439,"Primary Objective(s)",1
22914548,2707439,"Safety",2
22914549,2707439,"Site Qualifications",1
22808266,2700870,"SDV/CRF VERIFICATION",2
22807678,2700870,"MONITORING",0
22807874,2700870,"SMF/TMF",2
22808070,2700870,"INFORMED CONSENT",0
22808462,2700870,"SAE REPORTING",0
22808658,2700870,"INVESTIGATIONAL PROD",2
22808854,2700870,"OTHER",0
22809050,2700870,"TOTAL ISSUES",6
22920314,2707388,"Essential Documents",1
22932569,2707389,"Essential Documents",1
22932570,2707389,"Other",3
22932571,2707389,"Site Qualifications",3
22927148,2707560,"Alliance Partner/Ven",4
22927149,2707560,"Essential Documents",4
22927150,2707560,"Informed Consent Doc",3
22927151,2707560,"Investigational Prod",1
22927152,2707560,"Safety",2
22927153,2707560,"Site Qualifications",1
22806599,2700403,"INFORMED CONSENT",0
22806207,2700403,"MONITORING",0
22806403,2700403,"SMF/TMF",1
22806795,2700403,"SDV/CRF VERIFICATION",0
22806991,2700403,"SAE REPORTING",0
22807187,2700403,"INVESTIGATIONAL PROD",1
22807383,2700403,"OTHER",1
22807579,2700403,"TOTAL ISSUES",3
22808243,2700922,"SDV/CRF VERIFICATION",1
22807655,2700922,"MONITORING",0
22807851,2700922,"SMF/TMF",2
22808047,2700922,"INFORMED CONSENT",1
22808439,2700922,"SAE REPORTING",0
22808635,2700922,"INVESTIGATIONAL PROD",0
22808831,2700922,"OTHER",0
22809027,2700922,"TOTAL ISSUES",4
22808234,2701344,"SDV/CRF VERIFICATION",0
22807646,2701344,"MONITORING",0
22807842,2701344,"SMF/TMF",1
22808038,2701344,"INFORMED CONSENT",0
22808430,2701344,"SAE REPORTING",0
22808626,2701344,"INVESTIGATIONAL PROD",0
22808822,2701344,"OTHER",0
22809018,2701344,"TOTAL ISSUES",1
22808259,2701502,"SDV/CRF VERIFICATION",7
22807671,2701502,"MONITORING",3
22807867,2701502,"SMF/TMF",10
22808063,2701502,"INFORMED CONSENT",1
22808455,2701502,"SAE REPORTING",0
22808651,2701502,"INVESTIGATIONAL PROD",0
22808847,2701502,"OTHER",2
22809043,2701502,"TOTAL ISSUES",23
22808231,2701340,"SDV/CRF VERIFICATION",0
22807643,2701340,"MONITORING",0
22807839,2701340,"SMF/TMF",0
22808035,2701340,"INFORMED CONSENT",0
22808427,2701340,"SAE REPORTING",0
22808623,2701340,"INVESTIGATIONAL PROD",0
22808819,2701340,"OTHER",0
22809015,2701340,"TOTAL ISSUES",0
22808233,2701341,"SDV/CRF VERIFICATION",1
22807645,2701341,"MONITORING",0
22807841,2701341,"SMF/TMF",0
22808037,2701341,"INFORMED CONSENT",2
22808429,2701341,"SAE REPORTING",0
22808625,2701341,"INVESTIGATIONAL PROD",1
22808821,2701341,"OTHER",4
22809017,2701341,"TOTAL ISSUES",8
22808232,2701342,"SDV/CRF VERIFICATION",0
22807644,2701342,"MONITORING",0
22807840,2701342,"SMF/TMF",0
22808036,2701342,"INFORMED CONSENT",1
22808428,2701342,"SAE REPORTING",0
22808624,2701342,"INVESTIGATIONAL PROD",0
22808820,2701342,"OTHER",3
22809016,2701342,"TOTAL ISSUES",4
22808235,2701343,"SDV/CRF VERIFICATION",0
22807647,2701343,"MONITORING",0
22807843,2701343,"SMF/TMF",0
22808039,2701343,"INFORMED CONSENT",0
22808431,2701343,"SAE REPORTING",0
22808627,2701343,"INVESTIGATIONAL PROD",0
22808823,2701343,"OTHER",0
22809019,2701343,"TOTAL ISSUES",0
22808237,2701345,"SDV/CRF VERIFICATION",0
22807649,2701345,"MONITORING",0
22807845,2701345,"SMF/TMF",1
22808041,2701345,"INFORMED CONSENT",1
22808433,2701345,"SAE REPORTING",0
22808629,2701345,"INVESTIGATIONAL PROD",0
22808825,2701345,"OTHER",2
22809021,2701345,"TOTAL ISSUES",4
22808238,2701346,"SDV/CRF VERIFICATION",1
22807650,2701346,"MONITORING",0
22807846,2701346,"SMF/TMF",0
22808042,2701346,"INFORMED CONSENT",0
22808434,2701346,"SAE REPORTING",1
22808630,2701346,"INVESTIGATIONAL PROD",0
22808826,2701346,"OTHER",2
22809022,2701346,"TOTAL ISSUES",4
22955200,2707396,"Essential Documents",2
22806458,2700610,"SMF/TMF",1
22806654,2700610,"INFORMED CONSENT",2
22806262,2700610,"MONITORING",5
22806850,2700610,"SDV/CRF VERIFICATION",2
22807046,2700610,"SAE REPORTING",0
22807242,2700610,"INVESTIGATIONAL PROD",0
22807438,2700610,"OTHER",0
22807634,2700610,"TOTAL ISSUES",10
22927732,2707473,"Data",2
22927733,2707473,"Essential Documents",2
22927734,2707473,"Informed Consent Doc",1
22927735,2707473,"Site Qualifications",2
22806460,2700611,"SMF/TMF",2
22806656,2700611,"INFORMED CONSENT",2
22806264,2700611,"MONITORING",2
22806852,2700611,"SDV/CRF VERIFICATION",5
22807048,2700611,"SAE REPORTING",0
22807244,2700611,"INVESTIGATIONAL PROD",0
22807440,2700611,"OTHER",0
22807636,2700611,"TOTAL ISSUES",11
22957548,2707474,"Data",2
22957549,2707474,"Site Qualifications",1
22808257,2701374,"SDV/CRF VERIFICATION",2
22807669,2701374,"MONITORING",0
22807865,2701374,"SMF/TMF",0
22808061,2701374,"INFORMED CONSENT",0
22808453,2701374,"SAE REPORTING",0
22808649,2701374,"INVESTIGATIONAL PROD",0
22808845,2701374,"OTHER",2
22809041,2701374,"TOTAL ISSUES",4
22806565,2700425,"INFORMED CONSENT",0
22806173,2700425,"MONITORING",1
22806369,2700425,"SMF/TMF",0
22806761,2700425,"SDV/CRF VERIFICATION",0
22806957,2700425,"SAE REPORTING",1
22807153,2700425,"INVESTIGATIONAL PROD",0
22807349,2700425,"OTHER",0
22807545,2700425,"TOTAL ISSUES",2
22935585,2707397,"Essential Documents",2
22935586,2707397,"Informed Consent Doc",1
22935587,2707397,"Safety",2
22935588,2707397,"Site Qualifications",3
22806566,2700426,"INFORMED CONSENT",3
22806174,2700426,"MONITORING",3
22806370,2700426,"SMF/TMF",2
22806762,2700426,"SDV/CRF VERIFICATION",1
22806958,2700426,"SAE REPORTING",3
22807154,2700426,"INVESTIGATIONAL PROD",4
22807350,2700426,"OTHER",3
22807546,2700426,"TOTAL ISSUES",19
22924388,2707398,"Data",4
22924389,2707398,"Essential Documents",3
22924390,2707398,"Informed Consent Doc",1
22924391,2707398,"Other",1
22924392,2707398,"Safety",1
22924393,2707398,"Site Qualifications",3
22806464,2700992,"SMF/TMF",0
22806660,2700992,"INFORMED CONSENT",0
22806268,2700992,"MONITORING",0
22806856,2700992,"SDV/CRF VERIFICATION",2
22807052,2700992,"SAE REPORTING",0
22807248,2700992,"INVESTIGATIONAL PROD",0
22807444,2700992,"OTHER",2
22807640,2700992,"TOTAL ISSUES",4
22808268,2703807,"SDV/CRF VERIFICATION",0
22807680,2703807,"MONITORING",0
22807876,2703807,"SMF/TMF",0
22808072,2703807,"INFORMED CONSENT",0
22808464,2703807,"SAE REPORTING",0
22808660,2703807,"INVESTIGATIONAL PROD",0
22808856,2703807,"OTHER",0
22809052,2703807,"TOTAL ISSUES",0
22808269,2703808,"SDV/CRF VERIFICATION",1
22807681,2703808,"MONITORING",0
22807877,2703808,"SMF/TMF",0
22808073,2703808,"INFORMED CONSENT",1
22808465,2703808,"SAE REPORTING",0
22808661,2703808,"INVESTIGATIONAL PROD",0
22808857,2703808,"OTHER",2
22809053,2703808,"TOTAL ISSUES",4
22808270,2703809,"SDV/CRF VERIFICATION",0
22807682,2703809,"MONITORING",0
22807878,2703809,"SMF/TMF",0
22808074,2703809,"INFORMED CONSENT",0
22808466,2703809,"SAE REPORTING",0
22808662,2703809,"INVESTIGATIONAL PROD",0
22808858,2703809,"OTHER",0
22809054,2703809,"TOTAL ISSUES",0
22808271,2703810,"SDV/CRF VERIFICATION",2
22807683,2703810,"MONITORING",0
22807879,2703810,"SMF/TMF",0
22808075,2703810,"INFORMED CONSENT",1
22808467,2703810,"SAE REPORTING",0
22808663,2703810,"INVESTIGATIONAL PROD",1
22808859,2703810,"OTHER",3
22809055,2703810,"TOTAL ISSUES",7
22907826,2708279,"Essential Documents",2
22907827,2708279,"Informed Consent Doc",1
22907828,2708279,"Safety",1
22907829,2708279,"Site Qualifications",3
22808272,2703811,"SDV/CRF VERIFICATION",0
22807684,2703811,"MONITORING",0
22807880,2703811,"SMF/TMF",0
22808076,2703811,"INFORMED CONSENT",0
22808468,2703811,"SAE REPORTING",0
22808664,2703811,"INVESTIGATIONAL PROD",0
22808860,2703811,"OTHER",0
22809056,2703811,"TOTAL ISSUES",0
22808274,2703812,"SDV/CRF VERIFICATION",0
22807686,2703812,"MONITORING",0
22807882,2703812,"SMF/TMF",0
22808078,2703812,"INFORMED CONSENT",0
22808470,2703812,"SAE REPORTING",0
22808666,2703812,"INVESTIGATIONAL PROD",0
22808862,2703812,"OTHER",0
22809058,2703812,"TOTAL ISSUES",0
22808273,2703813,"SDV/CRF VERIFICATION",0
22807685,2703813,"MONITORING",1
22807881,2703813,"SMF/TMF",2
22808077,2703813,"INFORMED CONSENT",0
22808469,2703813,"SAE REPORTING",0
22808665,2703813,"INVESTIGATIONAL PROD",1
22808861,2703813,"OTHER",0
22809057,2703813,"TOTAL ISSUES",4
22964493,2708280,"Alliance Partner/Ven",1
22964494,2708280,"Essential Documents",1
22964495,2708280,"Informed Consent Doc",1
22808279,2705381,"SDV/CRF VERIFICATION",1
22807691,2705381,"MONITORING",1
22807887,2705381,"SMF/TMF",1
22808083,2705381,"INFORMED CONSENT",0
22808475,2705381,"SAE REPORTING",0
22808671,2705381,"INVESTIGATIONAL PROD",0
22808867,2705381,"OTHER",0
22809063,2705381,"TOTAL ISSUES",3
22927280,2708837,"Essential Documents",3
22927281,2708837,"Informed Consent Doc",1
22959943,2708885,"Data",4
22959944,2708885,"Site Qualifications",1
22808280,2706291,"SDV/CRF VERIFICATION",0
22807692,2706291,"MONITORING",0
22807888,2706291,"SMF/TMF",0
22808084,2706291,"INFORMED CONSENT",0
22808476,2706291,"SAE REPORTING",0
22808672,2706291,"INVESTIGATIONAL PROD",0
22808868,2706291,"OTHER",3
22809064,2706291,"TOTAL ISSUES",3
22808278,2706401,"SDV/CRF VERIFICATION",2
22807690,2706401,"MONITORING",0
22807886,2706401,"SMF/TMF",2
22808082,2706401,"INFORMED CONSENT",0
22808474,2706401,"SAE REPORTING",0
22808670,2706401,"INVESTIGATIONAL PROD",0
22808866,2706401,"OTHER",3
22809062,2706401,"TOTAL ISSUES",7
22913412,2709701,"Essential Documents",2
22913413,2709701,"Informed Consent Doc",1
22913414,2709701,"Site Qualifications",1
22957999,2713712,"Data",2
22958000,2713712,"Essential Documents",2
22958001,2713712,"Informed Consent Doc",1
22958002,2713712,"Investigational Prod",1
22958003,2713712,"Other",1
22958004,2713712,"Site Qualifications",1
22959710,2715051,"Site Performance and",1
22959711,2715051,"Site Personnel and T",1
22929151,2714522,"Data",1
22929152,2714522,"Essential Documents",1
22929153,2714522,"Informed Consent Doc",1
22959549,2714198,"Data",2
22959550,2714198,"Essential Documents",2
22959551,2714198,"Site Qualifications",1
22955625,2714452,"Alliance Partner/Ven",1
22955626,2714452,"Data",1
22955627,2714452,"Essential Documents",1
22948068,2714209,"Essential Documents",1
22933111,2714210,"Data",7
22933112,2714210,"Essential Documents",7
22933113,2714210,"Informed Consent Doc",2
22933114,2714210,"Site Qualifications",3
22927913,2714607,"Data",1
22927914,2714607,"Essential Documents",2
22927915,2714607,"Informed Consent Doc",2
22952174,2714609,"Data",2
22952175,2714609,"Site Qualifications",1
22962928,2714502,"Data",1
22962929,2714502,"Essential Documents",3
22962930,2714502,"Informed Consent Doc",1
22962931,2714502,"Other",1
22962932,2714502,"Site Qualifications",2
