"HM_STUDY_ID","PROTOCOL_ID","PFIZER_PROTOCOL_ID","DEVELOPMENT_PHASE","STUDY_STATUS_CURRENT","STUDY_THERAPEUTIC_AREA","STUDY_TYPE","YN_STUDY_CLOSED","CCS_CLINICAL_PLACEMENT","TOT_SUBJ_ENTERED_STUDY","EARLIEST_FSFV_FROM_SUBJECTS","EARLIEST_FSFV_FROM_SITES","EARLIEST_FSFV_FROM_MILESTONES","LATEST_LSLV_FROM_SITES","PLANNED_LSLV","ACTUAL_LSLV","ACTIVE_PATIENT_COUNT","YN_EXCLUDED","EXCLUDED_REASON","YN_VISUALIZE","ETL_COMMENTS","YN_PD_EXCLUDED","PD_EXCLUDED_REASON","YN_SAE_EXCLUDED","SAE_EXCLUDED_REASON","YN_RT_EXCLUDED","RT_EXCLUDED_REASON","YN_TL_EXCLUDED","TL_EXCLUDED_REASON"
99426,"B7931014","B7931014","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",6,2018-12-10,2018-12-10,NA,2019-02-21,2019-02-21,2019-02-21,6,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99550,"C2541006","C2541006","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",18,2018-08-27,2018-08-17,NA,2019-02-13,2019-07-01,2019-07-01,18,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99551,"B7471008","B7471008","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N",NA,1710,2019-02-14,2019-02-14,NA,NA,2019-03-07,2019-03-07,1710,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99968,"A2301008","A2301008","PHASE IV","TERMINATED","DERMATOLOGY","INTERVENTIONAL","N",NA,2,NA,2019-06-13,NA,2019-07-08,2019-07-08,2019-07-08,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27683,"A9001498","A9001498","N/A (NOT APPLICABLE)","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",61,2017-02-20,2017-02-20,NA,2018-01-16,2018-12-06,2018-12-06,61,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27309,"B1371026","B1371026","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",24,2017-05-01,2017-05-01,2017-05-01,2017-07-21,2017-09-29,2017-09-29,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27132,"C0601001","C0601001","PHASE I","TERMINATED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",30,2016-11-11,2016-11-11,NA,2017-06-13,NA,NA,30,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26948,"B9991010","B9991010","PHASE III","TERMINATED","ONCOLOGY","INTERVENTIONAL","N",NA,998,2016-04-27,2016-05-19,2016-05-19,2019-05-16,2019-09-05,2019-09-05,999,"N",NA,"N","V_RATIO:.001002004008; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27000,"C0251001","C0251001","PHASE I","COMPLETED","IMMUNOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",62,NA,2016-05-27,NA,2017-09-26,NA,NA,62,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
100013,"C2501004","C2501004","PHASE IIB","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,9,2019-06-27,2019-06-27,NA,NA,2019-06-27,2019-06-27,25,"N",NA,"Y","V_RATIO:1.777777777778; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99757,"B7981023","B7981023","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",12,2019-02-21,2019-02-21,NA,2019-06-04,2019-10-14,2019-10-14,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
18822,"A0221047","A0221047","PHASE III","ONGOING","GENITOURINARY (UROLOGY)","INTERVENTIONAL","N",NA,175,2012-07-02,2012-07-02,2012-07-02,NA,2014-02-27,2014-02-27,181,"N",NA,"Y","V_RATIO:.034285714286; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25505,"B1871040","B1871040","N/A (NOT APPLICABLE)","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",282,2013-09-18,2013-08-28,2013-08-28,NA,2014-04-30,2014-04-30,282,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25337,"A1481316","A1481316","PHASE III","ONGOING","CARDIOVASCULAR","INTERVENTIONAL","N",NA,59,2013-08-05,2013-08-05,2013-08-05,NA,2019-05-24,2019-05-24,62,"N",NA,"Y","V_RATIO:.050847457627; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24947,"B3461028","B3461028","PHASE III","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","Y",NA,441,2013-12-09,2013-12-09,2013-12-09,2018-02-07,2018-07-31,2019-05-17,447,"N",NA,"N","V_RATIO:.013605442177; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26582,"B7791001","B7791001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",38,2015-12-30,2015-12-30,2015-12-30,NA,2018-03-29,2018-03-29,67,"N",NA,"Y","V_RATIO:.763157894737; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
26918,"A5481059","A5481059","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",76,2015-11-27,2015-11-23,2015-11-23,2018-12-27,2019-05-30,2019-05-30,76,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27728,"B1971057","B1971057","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N",NA,1610,2017-04-24,2017-04-24,NA,NA,2017-07-19,2017-07-19,1612,"N",NA,"Y","V_RATIO:.001242236025; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99437,"C3571002","C3571002","PHASE II","ONGOING","VACCINES","INTERVENTIONAL","N",NA,489,2018-06-01,2018-06-01,NA,NA,2018-11-12,2018-11-12,565,"N",NA,"Y","V_RATIO:.155419222904; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99501,"A8081067","A8081067","PHASE IV","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",21,2019-01-28,2019-01-28,NA,NA,2019-06-27,2019-06-27,31,"N",NA,"Y","V_RATIO:.47619047619; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99363,"B7461024","B7461024","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,28,2019-04-28,2019-04-28,NA,NA,2019-08-06,2019-08-06,89,"N",NA,"Y","V_RATIO:2.178571428571; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99210,"B7451019","B7451019","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",12,2018-09-13,2018-09-13,NA,2018-12-14,2019-04-11,2019-04-11,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99404,"B7981011","B7981011","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",6,2019-04-23,2019-04-23,NA,2019-07-05,2019-07-05,2019-07-05,6,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27765,"A0661212","A0661212","PHASE I","COMPLETED","INFECTIOUS DISEASES","INTERVENTIONAL","Y","EXTERNAL - PLANNED",66,2017-12-20,2017-12-20,NA,2018-02-26,2018-06-22,2018-09-20,66,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99209,"B7451016","B7451016","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",17,2018-09-26,2018-09-26,NA,2019-01-19,2019-06-10,2019-06-10,17,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99740,"C3671003","C3671003","PHASE IIB","ONGOING","VACCINES","INTERVENTIONAL","N",NA,1,2019-08-07,2019-08-07,NA,NA,2019-09-26,2019-09-26,605,"N",NA,"Y","V_RATIO:604; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99356,"C3671002","C3671002","PHASE II","ONGOING","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",254,2018-06-05,2018-06-05,NA,NA,2019-05-23,2019-05-23,254,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27770,"A0561025","A0561025","PHASE I","COMPLETED","INFECTIOUS DISEASES","INTERVENTIONAL","N","EXTERNAL - PLANNED",36,2019-06-03,2019-06-03,NA,2019-07-20,2019-07-20,2019-07-20,36,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25885,"A1481324","A1481324","PHASE IV","ONGOING","CARDIOVASCULAR","INTERVENTIONAL","N",NA,347,2014-09-22,2014-09-22,2014-09-22,NA,2016-02-02,2016-02-02,352,"N",NA,"Y","V_RATIO:.014409221902; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27562,"B7601017","B7601017","PHASE II","TERMINATED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",5,2017-07-06,2017-07-06,NA,2017-10-25,2018-04-18,2018-04-18,5,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27305,"B1371022","B1371022","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",12,2017-09-07,2017-09-07,2017-09-07,2017-10-30,2018-01-17,2018-01-17,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99788,"C3291042","C3291042","PHASE I","COMPLETED","DERMATOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",32,2018-11-14,2018-11-14,NA,2019-04-15,2019-09-04,2019-09-04,32,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27414,"B7841003","B7841003","PHASE II","ONGOING","HEMATOLOGY","INTERVENTIONAL","N",NA,17,2018-05-30,2018-05-30,NA,NA,2018-06-19,2018-06-19,20,"N",NA,"Y","V_RATIO:.176470588235; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27628,"B1851178","B1851178","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",656,2018-06-23,2018-06-23,NA,NA,2018-07-01,2018-07-01,658,"N",NA,"Y","V_RATIO:.003048780488; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99831,"B5091019","B5091019","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N",NA,229,2019-04-01,2019-04-01,NA,NA,2019-08-02,2019-08-02,1842,"N",NA,"Y","V_RATIO:7.043668122271; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99639,"B7931023","B7931023","PHASE IIB","ONGOING","DERMATOLOGY","INTERVENTIONAL","N",NA,5,2019-04-08,2019-04-08,NA,NA,2019-10-13,2019-10-13,86,"N",NA,"Y","V_RATIO:16.2; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99421,"B7451027","B7451027","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",36,2018-07-02,2018-07-02,NA,2018-10-01,2019-05-02,2019-05-02,36,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
100040,"B7981035","B7981035","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",29,2019-08-09,2019-08-09,NA,2019-10-16,2019-10-16,2019-10-16,29,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
16504,"A3921024","A3921024","PHASE III","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,4488,2007-02-05,2007-02-05,2007-02-05,2017-10-26,2018-01-11,2018-04-25,4493,"N",NA,"N","V_RATIO:.001114081996; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25519,"B5201005","B5201005","PHASE I","COMPLETED","HEMATOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",28,2016-06-27,2016-06-24,2016-06-24,2018-02-21,2018-07-31,2018-07-31,28,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
21292,"B1971017","B1971017","PHASE II","COMPLETED","VACCINES","INTERVENTIONAL","Y",NA,400,2015-08-27,2015-08-27,2015-08-27,2017-03-01,2017-08-25,2018-08-28,404,"N",NA,"N","V_RATIO:.01; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27046,"B7601011","B7601011","PHASE II","TERMINATED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",57,2016-10-17,2016-10-17,2016-10-17,2018-01-29,2018-07-29,2018-07-29,57,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27270,"C1091001","C1091001","PHASE II","COMPLETED","VACCINES","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",365,2017-06-05,2017-06-05,NA,2018-06-25,NA,NA,365,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27676,"C2321001","C2321001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,17,2018-04-17,2018-04-19,NA,NA,2018-04-19,2018-04-19,13,"N",NA,"Y","V_RATIO:.235294117647; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27576,"B7431011","B7431011","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",19,2017-11-08,2017-11-08,NA,2018-02-28,2018-09-21,2018-09-21,19,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25544,"A4091061","A4091061","PHASE III","ONGOING","PAIN","INTERVENTIONAL","N",NA,124,2015-10-28,2015-10-28,2015-10-28,NA,2017-09-11,2017-09-11,132,"N",NA,"Y","V_RATIO:.064516129032; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25730,"A4091064","A4091064","PHASE III","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,154,2016-08-23,2016-08-23,2016-08-23,2019-07-15,2019-10-18,2019-10-18,154,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26788,"B7971001","B7971001","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",65,2015-05-14,2015-05-14,2015-05-14,NA,2015-11-23,2015-11-23,65,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25547,"B5371002","B5371002","PHASE III","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,650,2014-08-26,2014-08-26,2014-08-26,2017-06-01,2017-11-06,2017-11-06,655,"N",NA,"N","V_RATIO:.007692307692; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25380,"A7281010","A7281010","PHASE II","TERMINATED","GASTROINTESTINAL","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",331,2013-03-18,2013-03-18,2013-03-18,2017-07-18,2018-05-25,2017-07-18,336,"N",NA,"N","V_RATIO:.015105740181; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25809,"B7461001","B7461001","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",363,2014-01-16,2014-01-08,2014-01-08,NA,2017-05-05,2017-05-05,366,"N",NA,"Y","V_RATIO:.00826446281; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25950,"B7501001","B7501001","PHASE I","TERMINATED","ONCOLOGY","INTERVENTIONAL","Y","EXTERNAL - PLANNED",40,2014-06-24,2014-06-24,2014-06-24,2017-07-18,2018-03-22,2018-03-22,40,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27630,"B4671004","B4671004","PHASE IV","ONGOING","VACCINES","INTERVENTIONAL","N",NA,299,2018-05-31,2018-05-31,NA,NA,2018-09-25,2018-09-25,301,"N",NA,"Y","V_RATIO:.006688963211; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27889,"B7461020","B7461020","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","N",NA,199,2017-09-25,2017-09-25,NA,2019-04-24,2019-07-29,2019-07-29,199,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27673,"A3921288","A3921288","PHASE IV","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,113,2017-11-16,2017-11-16,NA,NA,2018-06-18,2018-06-18,140,"N",NA,"Y","V_RATIO:.238938053097; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99628,"B7981018","B7981018","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",12,2018-09-21,2018-09-21,NA,2018-11-23,2019-04-30,2019-04-30,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27650,"C1071001","C1071001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,25,2017-11-29,2017-11-29,NA,NA,2017-11-29,2017-11-29,31,"N",NA,"Y","V_RATIO:.24; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27785,"C3421002","C3421002","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",98,2018-06-25,2018-06-25,NA,2019-06-10,2019-06-24,2019-06-24,98,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99518,"B1931030","B1931030","PHASE IV","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,8,2019-07-01,2019-07-01,NA,NA,2019-07-01,2019-07-01,7,"N",NA,"Y","V_RATIO:.125; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27559,"C1171013","C1171013","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y",NA,15,2018-08-27,2018-08-27,NA,2018-11-15,2019-05-17,2019-05-17,15,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99887,"A8081069","A8081069","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","N","NEW HAVEN CRU - CONFIRMED",25,2019-06-12,2019-06-12,NA,2019-10-17,2019-10-17,2019-10-17,25,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99864,"A7471058","A7471058","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",16,2019-04-05,2019-04-05,NA,NA,2019-07-17,2019-07-17,16,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24366,"A8081029","A8081029","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",207,2012-09-29,2012-09-29,2012-09-29,NA,2016-05-11,2018-10-29,207,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
15394,"A4001031","A4001031","PHASE II","ONGOING","INFECTIOUS DISEASES","INTERVENTIONAL","N",NA,103,2009-04-22,2009-04-22,2009-04-22,NA,2010-01-29,2010-01-29,103,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27281,"B9991016","B9991016","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,697,2016-10-25,2016-11-28,2016-11-28,NA,2018-02-02,2018-02-02,698,"N",NA,"Y","V_RATIO:.00143472023; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
25522,"A3921187","A3921187","PHASE IV","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,1152,2014-08-06,2014-08-06,2014-08-06,2016-12-16,2017-07-05,2017-07-05,1152,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26897,"B9991009","B9991009","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,566,2015-12-21,2015-12-21,2015-12-21,NA,2019-04-30,2019-04-30,568,"N",NA,"Y","V_RATIO:.003533568905; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26824,"B8011001","B8011001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - PLANNED",147,2016-02-10,2016-02-10,2016-02-10,NA,2018-07-03,2018-07-03,147,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27920,"B5141007","B5141007","PHASE I","COMPLETED","GASTROINTESTINAL","INTERVENTIONAL","Y",NA,63,2017-05-15,2017-05-15,NA,2017-06-25,2018-01-03,2018-01-03,63,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27587,"C2561001","C2561001","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",17,2017-07-13,2017-07-13,NA,2018-02-01,2018-06-22,2018-06-21,17,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27969,"B9991024","B9991024","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,22,2017-09-08,2017-09-08,NA,NA,2017-11-16,2017-11-16,22,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24942,"A3921165","A3921165","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,8,2018-05-10,2018-05-10,2018-05-10,NA,2018-05-10,2018-05-10,8,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
24455,"B3451002","B3451002","PHASE II","COMPLETED","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",3450,2015-06-19,2015-06-18,2015-06-18,2019-06-27,2019-09-12,2019-09-12,3452,"N",NA,"N","V_RATIO:.000579710145; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26215,"A5481034","A5481034","PHASE III","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y",NA,337,2014-09-08,2014-09-08,2014-09-08,2016-11-03,2017-05-17,2017-06-14,339,"N",NA,"N","V_RATIO:.005934718101; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27893,"B1521062","B1521062","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",24,2017-02-16,2017-02-16,NA,2017-04-11,2017-08-30,2017-08-30,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27767,"B5061009","B5061009","PHASE I","COMPLETED","PAIN","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",65,2017-06-30,2017-06-30,NA,2017-11-08,2018-06-27,2018-09-21,65,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27806,"C3461009","C3461009","PHASE I","COMPLETED","HEMATOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",68,2018-01-25,2018-01-25,NA,2018-05-07,2018-09-27,2018-09-27,68,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99823,"B7931028","B7931028","PHASE IIB","ONGOING","IMMUNOLOGY","INTERVENTIONAL","N",NA,17,2019-04-18,2019-04-18,NA,NA,2019-04-18,2019-04-18,23,"N",NA,"Y","V_RATIO:.352941176471; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
27530,"C0371002","C0371002","PHASE III","ONGOING","HEMATOLOGY","INTERVENTIONAL","N",NA,1,2019-07-29,2019-07-29,NA,NA,2019-07-29,2019-07-29,2,"N",NA,"Y","V_RATIO:1; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99552,"A9001502","A9001502","N/A (NOT APPLICABLE)","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,1,2019-02-13,2019-02-13,NA,NA,2019-02-13,2019-02-13,11,"N",NA,"Y","V_RATIO:10; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99498,"B7451032","B7451032","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","NEW HAVEN CRU - CONFIRMED",27,2019-07-18,2019-07-18,NA,NA,2019-07-18,2019-07-18,33,"N",NA,"Y","V_RATIO:.222222222222; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
12267,"A4061008","A4061008","N/A (NOT APPLICABLE)","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,52,2003-03-06,2003-03-07,2003-03-07,NA,2003-03-07,2003-03-07,53,"N",NA,"Y","V_RATIO:.019230769231; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26881,"B9991002","B9991002","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,55,2015-10-26,2015-10-15,2015-10-15,NA,2018-10-23,2018-10-23,55,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
17044,"A5481003","A5481003","PHASE II","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",177,2008-09-15,2008-09-15,2008-09-15,2017-12-20,2018-07-05,2018-07-05,178,"N",NA,"N","V_RATIO:.005649717514; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
